pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Se	chr2	15000001	16000000	0.01010840028019106	127118	746689	73868167	215258
Se	chr2	16000001	17000000	0.006936864921500664	142783	609232	87825265	82874
Se	chr2	17000001	18000000	0.0070131167584159305	213991	849501	121130309	552914
Se	chr2	18000001	19000000	0.006941256288087741	233246	977548	140831567	223914
Se	chr2	19000001	20000000	0.007766422728586365	180481	855730	110183289	118986
Se	chr2	20000001	21000000	0.007735632130890645	231351	987810	127696093	777734
Se	chr2	21000001	22000000	0.009284294337495391	212607	1158739	124806362	343600
Se	chr2	22000001	23000000	0.0068777579163198915	186548	777579	113057047	157754
Se	chr2	23000001	24000000	0.00783608929135219	175259	820931	104762844	190104
Se	chr2	24000001	25000000	0.00723805417629832	235204	1035742	143096746	228260
Se	chr2	25000001	26000000	0.007339404267674613	218005	941738	128312594	437188
Se	chr2	26000001	27000000	0.005871403581019318	163558	591004	100658044	84388
Se	chr2	27000001	28000000	0.007426273307043958	188843	825834	111204364	283204
Se	chr2	28000001	29000000	0.007965881273593623	135870	662575	83176610	86376
Se	chr2	29000001	30000000	0.00711855038084479	184676	810538	113862789	89678
Se	chr2	30000001	31000000	0.00646839045889664	191894	742308	114759306	230400
Se	chr2	31000001	32000000	0.007421109416222942	138767	618632	83361121	140678
Se	chr2	32000001	33000000	0.008084761743491837	150343	716885	88671135	207022
Se	chr2	33000001	34000000	0.008033856490225241	126610	609486	75864686	126716
Se	chr2	34000001	35000000	0.007388742170936298	153180	679356	91944743	164474
Se	chr2	35000001	36000000	0.006163832510240916	190371	702110	113908027	214338
Se	chr2	36000001	37000000	0.005464660328177802	194842	656457	120127686	96512
Se	chr2	37000001	38000000	0.005737463888752219	168190	597988	104225144	60040
Se	chr2	38000001	39000000	0.005918390701304589	144004	514488	86930388	132500
Se	chr2	39000001	40000000	0.005785928552052521	125391	445551	77005963	67186
Spain	chr2	1	1000000	0.004589844092681164	109790	57552	12538988	83144
Spain	chr2	1000001	2000000	0.003905146949224101	144205	62564	16020908	111896
Spain	chr2	2000001	3000000	0.004488487670765011	143806	71912	16021432	134400
Spain	chr2	3000001	4000000	0.0035595812517782606	139282	54672	15359110	128380
Spain	chr2	4000001	5000000	0.005453166648610875	147930	91612	16799780	82568
Spain	chr2	5000001	6000000	0.0044334223807059375	120035	59280	13371160	85680
Spain	chr2	6000001	7000000	0.0035294198084368537	100043	39232	11115708	75512
Spain	chr2	7000001	8000000	0.004428175234122702	137146	69676	15734698	62404
Spain	chr2	8000001	9000000	0.00306729565500114	185562	66208	21585138	64964
Spain	chr2	9000001	10000000	0.0025769437317520578	81974	23820	9243508	45080
Spain	chr2	10000001	11000000	0.0019588793811572583	144619	33620	17162874	15572
Spain	chr2	11000001	12000000	0.00252983259518058	191173	51796	20474082	210804
Spain	chr2	12000001	13000000	0.003016605407971866	123971	43712	14490460	30408
Spain	chr2	13000001	14000000	0.0021128513928652492	192456	47624	22540156	41576
Spain	chr2	14000001	15000000	0.00369977959134346	116922	50452	13636488	37136
Spain	chr2	15000001	16000000	0.0013381571497305875	126566	20136	15047560	20112
Spain	chr2	16000001	17000000	0.0014163319215514977	142944	24072	16996016	12464
Spain	chr2	17000001	18000000	0.0024753274118962504	214136	62124	25097286	50092
Spain	chr2	18000001	19000000	0.001962149641593891	233244	52024	26513778	111412
Spain	chr2	19000001	20000000	0.002730115038819992	180467	58400	21391040	22448
Spain	chr2	20000001	21000000	0.004968245596167888	231782	124300	25018892	215800
Spain	chr2	21000001	22000000	0.003506253652521783	211612	83852	23914984	147744
Spain	chr2	22000001	23000000	0.0025664877695380857	186623	54832	21364606	79692
Spain	chr2	23000001	24000000	0.0032747414902922346	174589	65068	19869660	92984
Spain	chr2	24000001	25000000	0.0033921902748507426	235888	92488	27264980	100040
Spain	chr2	25000001	26000000	0.003488335592052461	220332	90012	25803710	51308
Spain	chr2	26000001	27000000	0.0027417780812296843	163531	50172	18299074	102788
Spain	chr2	27000001	28000000	0.0023321548212280655	188802	50264	21552600	91488
Spain	chr2	28000001	29000000	0.0023250707691082812	135891	37380	16076930	18468
Spain	chr2	29000001	30000000	0.003240778875265235	184620	69560	21463976	59920
Spain	chr2	30000001	31000000	0.003258950727253734	191966	74124	22744744	23168
Spain	chr2	31000001	32000000	0.003150903199240919	138757	51392	16310244	26472
Spain	chr2	32000001	33000000	0.00294798409978615	150302	51160	17354232	55296
Spain	chr2	33000001	34000000	0.0032670756659480666	126582	48356	14801004	32344
Spain	chr2	34000001	35000000	0.0037457586852477362	153113	64676	17266462	91660
Spain	chr2	35000001	36000000	0.0030629953167323493	189800	68316	22303658	49476
Spain	chr2	36000001	37000000	0.0026763671852566783	194636	61516	22984888	35168
Spain	chr2	37000001	38000000	0.0027668724504997873	167897	54008	19519512	57552
Spain	chr2	38000001	39000000	0.0030192967197868277	142956	50060	16580020	66808
Spain	chr2	39000001	40000000	0.003157839757224363	125145	46312	14665722	33476
St	chr2	1	1000000	0.0076714395022261005	111502	353065	46023305	105168
St	chr2	1000001	2000000	0.00747139678919636	144419	414535	55482932	332696
St	chr2	2000001	3000000	0.007131673711181806	145458	426931	59864068	141286
St	chr2	3000001	4000000	0.00663555269831447	139896	377606	56906488	170248
St	chr2	4000001	5000000	0.009560949138402839	147813	557452	58305090	271172
St	chr2	5000001	6000000	0.008270593758815128	119991	395756	47850978	201160
St	chr2	6000001	7000000	0.006677115351661296	100045	277198	41514634	81888
St	chr2	7000001	8000000	0.007532231637804347	137134	421922	56015537	177150
St	chr2	8000001	9000000	0.005054630126317494	185662	402723	79674079	47232
St	chr2	9000001	10000000	0.006219193653343738	81576	192349	30928286	225346
St	chr2	10000001	11000000	0.007875422976717927	144629	485345	61627801	53968
St	chr2	11000001	12000000	0.006987901246370251	190942	561523	80356459	116222
St	chr2	12000001	13000000	0.008167457588808387	123907	405427	49639315	185308
St	chr2	13000001	14000000	0.008107196359103607	184339	585737	72249021	594936
St	chr2	14000001	15000000	0.007995344272470483	116032	298895	37383631	624610
St	chr2	15000001	16000000	0.009245442972203753	127085	453028	49000140	312844
St	chr2	16000001	17000000	0.0066749303438750135	142529	400463	59995083	103156
St	chr2	17000001	18000000	0.0058934949915595254	213775	491950	83473389	548916
St	chr2	18000001	19000000	0.005140194233441274	232941	511736	99555771	91382
St	chr2	19000001	20000000	0.006458110486860994	179114	483086	74802994	173034
St	chr2	20000001	21000000	0.00837147322420823	231073	772913	92326999	354186
St	chr2	21000001	22000000	0.009648298464359831	211783	824132	85417341	313412
St	chr2	22000001	23000000	0.0063187318144815145	186220	484756	76717293	191422
St	chr2	23000001	24000000	0.0070961440590033035	175229	503824	70999686	221900
St	chr2	24000001	25000000	0.005742277417740382	234916	546896	95240261	385454
St	chr2	25000001	26000000	0.006100296104903453	216642	537188	88059332	428536
St	chr2	26000001	27000000	0.005398743640418217	163570	376984	69828098	55598
St	chr2	27000001	28000000	0.006712942453265238	188048	515052	76725222	254050
St	chr2	28000001	29000000	0.005880538862262443	134680	320214	54453173	227632
St	chr2	29000001	30000000	0.006239887564959389	184408	488149	78230416	93248
St	chr2	30000001	31000000	0.0058813980729943835	191769	466229	79271798	184742
St	chr2	31000001	32000000	0.006769038458132328	138767	395933	58491764	75484
St	chr2	32000001	33000000	0.006786662630276097	150233	431529	63584861	78832
St	chr2	33000001	34000000	0.007489974897418938	126555	393780	52574275	100942
St	chr2	34000001	35000000	0.0063549857909527665	153182	406033	63892039	121390
St	chr2	35000001	36000000	0.0054592486835387515	189808	422872	77459743	241118
St	chr2	36000001	37000000	0.005214327154446801	194756	429828	82432112	101290
St	chr2	37000001	38000000	0.00509135302320862	168042	362980	71293426	79808
St	chr2	38000001	39000000	0.004932294326367143	143730	295235	59857539	124768
St	chr2	39000001	40000000	0.0052718714708166374	125384	280203	53150575	58466
VI	chr2	1	1000000	0.013365749393854707	110471	62557	4680396	50486
VI	chr2	1000001	2000000	0.01115812878143753	131912	57953	5193792	235512
VI	chr2	2000001	3000000	0.013835470843249053	142884	77050	5569019	145300
VI	chr2	3000001	4000000	0.012409514970555745	131706	63539	5120184	201856
VI	chr2	4000001	5000000	0.01209088961296217	143518	71781	5936784	121152
VI	chr2	5000001	6000000	0.011751249923384732	116627	53683	4568280	141604
VI	chr2	6000001	7000000	0.012091298600391714	97111	44289	3662882	134496
VI	chr2	7000001	8000000	0.01300171836777853	133936	69595	5352754	137444
VI	chr2	8000001	9000000	0.013538426846075511	183360	90296	6669608	281394
VI	chr2	9000001	10000000	0.011912064242736404	80673	33072	2776345	144200
VI	chr2	10000001	11000000	0.013315825934256089	138968	76829	5769751	125864
VI	chr2	11000001	12000000	0.012796173554016212	179793	88601	6924023	280006
VI	chr2	12000001	13000000	0.014941779633268489	123697	76025	5088082	66850
VI	chr2	13000001	14000000	0.013761724935723814	192033	104129	7566566	149050
VI	chr2	14000001	15000000	0.011938861814171814	116455	44973	3766942	207780
VI	chr2	15000001	16000000	0.012486298237727638	122986	64303	5149885	95738
VI	chr2	16000001	17000000	0.0128742163310408	142581	77933	6053417	51668
VI	chr2	17000001	18000000	0.009911566952845055	192744	74235	7489734	393630
VI	chr2	18000001	19000000	0.008748242475156006	225204	83580	9553919	163326
VI	chr2	19000001	20000000	0.008734903910628627	179039	64365	7368713	102600
VI	chr2	20000001	21000000	0.006454394445162065	218326	56963	8825460	284328
VI	chr2	21000001	22000000	0.01200211854791529	211212	101816	8483169	168856
VI	chr2	22000001	23000000	0.010674925368539886	184406	79760	7471715	136178
VI	chr2	23000001	24000000	0.011261199980594066	174569	78224	6946329	127502
VI	chr2	24000001	25000000	0.009023456837380579	227924	83921	9300316	227304
VI	chr2	25000001	26000000	0.012504986756014044	216469	113408	9069022	132700
VI	chr2	26000001	27000000	0.009703017500968466	160796	63946	6590321	114780
VI	chr2	27000001	28000000	0.01024806895107031	181315	74018	7222629	209776
VI	chr2	28000001	29000000	0.009818732031972822	135499	56787	5783537	47700
VI	chr2	29000001	30000000	0.009103654342235232	182689	69759	7662747	96642
VI	chr2	30000001	31000000	0.009238772797832034	188652	72009	7794217	133612
VI	chr2	31000001	32000000	0.00888497926996859	136153	50391	5671482	92080
VI	chr2	32000001	33000000	0.010196925613390731	145369	62145	6094484	114646
VI	chr2	33000001	34000000	0.008874952212704353	124716	45083	5079802	96336
VI	chr2	34000001	35000000	0.009458251022477961	150826	59135	6252213	100730
VI	chr2	35000001	36000000	0.008514786403591566	184125	65494	7691796	153828
VI	chr2	36000001	37000000	0.006873171802914467	192688	57058	8301553	73196
VI	chr2	37000001	38000000	0.006755114343153474	163815	47771	7071827	87782
VI	chr2	38000001	39000000	0.0076491809622651966	139863	44988	5881414	102550
VI	chr2	39000001	40000000	0.006718043439626089	121626	35382	5266712	68040
AA	chr3	1	1000000	0.00431440747668403	141467	26595	6164230	31158
AA	chr3	1000001	2000000	0.005954910377304689	158743	40723	6838558	64922
AA	chr3	2000001	3000000	0.0039257212618459035	192269	33195	8455771	49052
AA	chr3	3000001	4000000	0.0033042300114136183	198543	29002	8777234	83686
AA	chr3	4000001	5000000	0.004416363674894117	190083	36470	8257925	54126
AA	chr3	5000001	6000000	0.00433695975276565	145678	27298	6294271	53630
AA	chr3	6000001	7000000	0.00435415694571603	183080	33267	7640285	101000
AA	chr3	7000001	8000000	0.004978739887140933	156543	33933	6815580	43526
AA	chr3	8000001	9000000	0.004188341335132838	185000	33938	8102969	39690
AA	chr3	9000001	10000000	0.005177033307792544	184055	40965	7912833	58366
AA	chr3	10000001	11000000	0.005530788811149903	189696	44534	8052016	79730
AA	chr3	11000001	12000000	0.005602383300627345	196840	48488	8654888	36684
AA	chr3	12000001	13000000	0.005123556042594178	159966	35571	6942639	46152
AA	chr3	13000001	14000000	0.006390394823810322	183506	50904	7965705	56048
AA	chr3	14000001	15000000	0.0049705705206099	233687	50432	10146119	62318
AA	chr3	15000001	16000000	0.007307867160868531	218384	67755	9271515	85170
AA	chr3	16000001	17000000	0.0065051834435716615	200974	54013	8303071	137326
AA	chr3	17000001	18000000	0.005629136820692906	222242	53796	9556705	71042
AA	chr3	18000001	19000000	0.006895090238945619	227802	68588	9947368	47160
AA	chr3	19000001	20000000	0.006388940387551971	204424	54621	8549305	117188
AA	chr3	20000001	21000000	0.00647042839800198	197199	53864	8324642	74808
AA	chr3	21000001	22000000	0.006032142851019103	174892	45734	7581717	53482
AA	chr3	22000001	23000000	0.005610236957874172	178955	39688	7074211	183122
AA	chr3	23000001	24000000	0.004600384443592572	168966	33422	7265045	71216
AA	chr3	24000001	25000000	0.00586795240713549	165591	41973	7152921	48842
AA	chr3	25000001	26000000	0.005652889522160778	160805	38975	6894704	49630
AA	chr3	26000001	27000000	0.005619040356430695	146135	34632	6163330	189588
AA	chr3	27000001	28000000	0.005966445859529435	117511	29235	4899902	71546
AA	chr3	28000001	29000000	0.004455637672289423	153389	29448	6609155	53922
AA	chr3	29000001	30000000	0.005125858688413966	129326	28242	5509711	61220
AA	chr3	30000001	31000000	0.0054684437023852514	70499	16612	3037793	26708
Am	chr3	1	1000000	0.005126553193262576	141655	437972	85432060	129404
Am	chr3	1000001	2000000	0.007437078306940988	160677	704992	94794215	229486
Am	chr3	2000001	3000000	0.0061174449103510815	193816	716878	117185853	193314
Am	chr3	3000001	4000000	0.005435741748349081	198416	638866	117530602	485568
Am	chr3	4000001	5000000	0.005736818211411102	190392	656473	114431550	205268
Am	chr3	5000001	6000000	0.0070731747632117	147058	621341	87844712	157184
Am	chr3	6000001	7000000	0.006614205262678055	185042	712281	107689582	333392
Am	chr3	7000001	8000000	0.00653606080061816	157416	601382	92009854	246984
Am	chr3	8000001	9000000	0.005863754970370637	184983	655590	111803785	196726
Am	chr3	9000001	10000000	0.005960891734229168	184660	661838	111030032	180424
Am	chr3	10000001	11000000	0.007269609335543216	189180	801195	110211562	384160
Am	chr3	11000001	12000000	0.007933622556303326	197651	935080	117862930	232644
Am	chr3	12000001	13000000	0.007324214293050933	160884	660379	90163801	415074
Am	chr3	13000001	14000000	0.006049798365548523	185017	680267	112444574	135672
Am	chr3	14000001	15000000	0.0059726784999866505	234777	821896	137609282	385700
Am	chr3	15000001	16000000	0.007683213498900158	218775	1027264	133702389	128246
Am	chr3	16000001	17000000	0.007604821401349004	204320	903476	118803053	329742
Am	chr3	17000001	18000000	0.008218719989651093	223282	1124789	136856956	117464
Am	chr3	18000001	19000000	0.007390554192269208	228349	991037	134095086	303148
Am	chr3	19000001	20000000	0.007106382587205358	206923	892867	125642968	155772
Am	chr3	20000001	21000000	0.007306636746610106	197390	888191	121559485	88374
Am	chr3	21000001	22000000	0.007676162365761257	175848	818206	106590502	146044
Am	chr3	22000001	23000000	0.008397659539299872	181170	891432	106152434	294020
Am	chr3	23000001	24000000	0.005543524085832369	171257	577824	104234056	115148
Am	chr3	24000001	25000000	0.00602792705956296	166143	599056	99380101	196582
Am	chr3	25000001	26000000	0.007503280706635929	159749	691817	92201935	344070
Am	chr3	26000001	27000000	0.0074940615854302405	158875	696364	92922108	248944
Am	chr3	27000001	28000000	0.006954469129200765	119074	479014	68878586	203144
Am	chr3	28000001	29000000	0.005898017522327156	154126	532529	90289491	238626
Am	chr3	29000001	30000000	0.0067829970176911895	130748	522289	76999739	188478
Am	chr3	30000001	31000000	0.006632135387020145	71286	281766	42484959	80094
Br	chr3	1	1000000	0.001151548087657195	140217	43903	38125199	67938
Br	chr3	1000001	2000000	0.003526503759620274	160190	149446	42377950	119684
Br	chr3	2000001	3000000	0.0028339955800987904	193190	147121	51912925	102774
Br	chr3	3000001	4000000	0.0015774760112401195	201241	86017	54528246	140092
Br	chr3	4000001	5000000	0.002488656978246397	190744	126648	50890099	99882
Br	chr3	5000001	6000000	0.0029870098934054357	144049	113608	38034022	172372
Br	chr3	6000001	7000000	0.0016031653268206282	184212	80401	50151409	56806
Br	chr3	7000001	8000000	0.001520204365029969	156220	63994	42095656	87976
Br	chr3	8000001	9000000	0.0013506903000781703	183571	64735	47927345	188814
Br	chr3	9000001	10000000	0.0015161821534017445	182041	74826	49351590	114036
Br	chr3	10000001	11000000	0.0014349685087611957	189781	72623	50609473	121774
Br	chr3	11000001	12000000	0.0012281814393702041	193320	64054	52153532	176160
Br	chr3	12000001	13000000	0.0013574332411938666	157371	57058	42033743	168474
Br	chr3	13000001	14000000	0.0018615581023076501	175821	87943	47241609	300966
Br	chr3	14000001	15000000	0.0017474447799728338	231674	108859	62296103	173322
Br	chr3	15000001	16000000	0.0017120761093601536	217660	101702	59402733	63294
Br	chr3	16000001	17000000	0.0023481975437594075	202318	127352	54233938	146268
Br	chr3	17000001	18000000	0.0022149535448860586	222444	130768	59038710	155468
Br	chr3	18000001	19000000	0.0046718149728536456	228178	270833	57971688	259400
Br	chr3	19000001	20000000	0.0024690053225466546	204221	135728	54972745	144742
Br	chr3	20000001	21000000	0.0019352873528513457	188221	94222	48686310	429516
Br	chr3	21000001	22000000	0.002597168455692185	174745	121439	46758230	116292
Br	chr3	22000001	23000000	0.0037349400900846892	181222	179427	48040128	116248
Br	chr3	23000001	24000000	0.0027127550411873654	170112	119111	43907761	211998
Br	chr3	24000001	25000000	0.0014708660653568971	164037	64417	43795286	144780
Br	chr3	25000001	26000000	0.0025956227281830665	160982	106806	41148507	201922
Br	chr3	26000001	27000000	0.0013989386983553145	156997	58952	42140517	117278
Br	chr3	27000001	28000000	0.002056903445592298	117204	63581	30911028	140776
Br	chr3	28000001	29000000	0.0015747585837760588	152439	64550	40990410	107484
Br	chr3	29000001	30000000	0.0036367311235798224	130148	125376	34474916	106368
Br	chr3	30000001	31000000	0.0008308280921985513	69921	15609	18787280	65904
C_Europe	chr3	1	1000000	0.0025332812250559267	141296	9775	3858632	20600
C_Europe	chr3	1000001	2000000	0.004630147342193766	160552	20040	4328156	31848
C_Europe	chr3	2000001	3000000	0.003627277154212834	194288	19337	5330996	19944
C_Europe	chr3	3000001	4000000	0.0032582208964602	204337	18087	5551189	33358
C_Europe	chr3	4000001	5000000	0.004109863905788439	190832	21220	5163188	31160
C_Europe	chr3	5000001	6000000	0.003995568367064956	146015	15760	3944370	31948
C_Europe	chr3	6000001	7000000	0.0024886158847430215	182950	12420	4990726	41276
C_Europe	chr3	7000001	8000000	0.0028809042368029094	155479	12116	4205624	43544
C_Europe	chr3	8000001	9000000	0.003954160273933901	185249	19734	4990693	39494
C_Europe	chr3	9000001	10000000	0.0033591632176964686	184575	16994	5058998	19476
C_Europe	chr3	10000001	11000000	0.0021712440094592994	189829	11205	5160636	37320
C_Europe	chr3	11000001	12000000	0.0018289444133182233	197203	9927	5427721	20518
C_Europe	chr3	12000001	13000000	0.002347461390530356	159562	9996	4258217	52950
C_Europe	chr3	13000001	14000000	0.0022071641983454275	184809	11163	5057621	21790
C_Europe	chr3	14000001	15000000	0.0038361844219402742	234571	24544	6398024	30992
C_Europe	chr3	15000001	16000000	0.004467462518096827	215698	26217	5868432	55352
C_Europe	chr3	16000001	17000000	0.004910917539931895	203567	26103	5315300	82408
C_Europe	chr3	17000001	18000000	0.006752717777194896	223166	40419	5985590	50124
C_Europe	chr3	18000001	19000000	0.004839848751670389	225252	27714	5726212	141936
C_Europe	chr3	19000001	20000000	0.003437843784378438	206050	18675	5432184	72848
C_Europe	chr3	20000001	21000000	0.004130655698040164	196480	21340	5166250	71420
C_Europe	chr3	21000001	22000000	0.004022573005459161	175834	18923	4704203	40890
C_Europe	chr3	22000001	23000000	0.004889335804345678	181286	23694	4846057	42518
C_Europe	chr3	23000001	24000000	0.004230609759766241	170889	19407	4587282	39804
C_Europe	chr3	24000001	25000000	0.0049448755842083515	166026	20056	4055916	117072
C_Europe	chr3	25000001	26000000	0.004847197685350323	160793	20737	4278142	40924
C_Europe	chr3	26000001	27000000	0.0027577760772130398	157216	11759	4263943	37570
C_Europe	chr3	27000001	28000000	0.003582280212319144	116382	10948	3056154	59556
C_Europe	chr3	28000001	29000000	0.0031138888170662076	153969	13127	4215629	18094
C_Europe	chr3	29000001	30000000	0.004337835014807624	130225	14826	3417834	47108
C_Europe	chr3	30000001	31000000	0.003348998341228749	70743	6388	1907436	17168
Ca	chr3	1	1000000	0.005098627820255083	141635	84275	16528957	37646
Ca	chr3	1000001	2000000	0.006881582620993592	160554	126074	18320495	78594
Ca	chr3	2000001	3000000	0.005286789926258236	194294	119279	22561706	61876
Ca	chr3	3000001	4000000	0.005073413279422364	203429	116826	23027101	143534
Ca	chr3	4000001	5000000	0.005364958792944385	190929	118253	22041735	71282
Ca	chr3	5000001	6000000	0.006033786874202294	146334	100378	16635987	89562
Ca	chr3	6000001	7000000	0.005682694278039929	184908	120772	21252595	77258
Ca	chr3	7000001	8000000	0.0059246160947246645	157124	104804	17689585	100702
Ca	chr3	8000001	9000000	0.004278245581673915	185476	93006	21739285	48718
Ca	chr3	9000001	10000000	0.004971670522180662	183967	102631	20643162	144468
Ca	chr3	10000001	11000000	0.00538946063991706	190762	117287	21762289	98558
Ca	chr3	11000001	12000000	0.004501300847402586	197564	103613	23018457	62422
Ca	chr3	12000001	13000000	0.004840472502990658	160732	88740	18332921	86662
Ca	chr3	13000001	14000000	0.005035687817761485	182497	104668	20785244	143440
Ca	chr3	14000001	15000000	0.004456085800516651	234507	121253	27210652	80248
Ca	chr3	15000001	16000000	0.007415089157447012	217584	184098	24827483	131946
Ca	chr3	16000001	17000000	0.006560311803655447	201272	149639	22809739	166866
Ca	chr3	17000001	18000000	0.006668478709917273	222851	169971	25488722	104908
Ca	chr3	18000001	19000000	0.006945880709753983	228196	176483	25408297	160550
Ca	chr3	19000001	20000000	0.005629482982976065	203947	129928	23079917	164582
Ca	chr3	20000001	21000000	0.006467170195116238	197279	145538	22504124	88968
Ca	chr3	21000001	22000000	0.005491494133154369	175120	110678	20154442	84460
Ca	chr3	22000001	23000000	0.004650069765734009	180253	94980	20425500	125480
Ca	chr3	23000001	24000000	0.005649816749317716	171157	108399	19186286	108212
Ca	chr3	24000001	25000000	0.006897683712194831	166039	129895	18831684	88064
Ca	chr3	25000001	26000000	0.006565162617178766	160580	119567	18212344	94576
Ca	chr3	26000001	27000000	0.0060242043223426205	147484	99857	16575965	281422
Ca	chr3	27000001	28000000	0.0065380081929566625	118828	86336	13205245	97406
Ca	chr3	28000001	29000000	0.005321769501382223	153590	93988	17661043	72570
Ca	chr3	29000001	30000000	0.00605085761086045	130587	89787	14838723	76922
Ca	chr3	30000001	31000000	0.005257912896789309	71232	42726	8126038	39196
Cc	chr3	1	1000000	0.0029035781711909884	141654	251336	86560783	95542
Cc	chr3	1000001	2000000	0.005361785142525017	160751	516750	96376484	165068
Cc	chr3	2000001	3000000	0.0034094790405403206	193482	402223	117971982	166856
Cc	chr3	3000001	4000000	0.0034141830584708973	203856	421219	123373291	208678
Cc	chr3	4000001	5000000	0.0026584282915430016	190791	309151	116290893	139422
Cc	chr3	5000001	6000000	0.0046259853308437005	147052	403879	87306589	187798
Cc	chr3	6000001	7000000	0.0037339366930774984	184881	419889	112452094	139808
Cc	chr3	7000001	8000000	0.0030363259536225927	157619	288534	95027347	163934
Cc	chr3	8000001	9000000	0.0034040846574315375	184549	384804	113041842	161556
Cc	chr3	9000001	10000000	0.0044720701350989146	184556	503866	112669521	122502
Cc	chr3	10000001	11000000	0.0047731031892091005	190773	550287	115289148	162804
Cc	chr3	11000001	12000000	0.005000873818171417	197274	589728	117924991	237514
Cc	chr3	12000001	13000000	0.0052860727740629805	160500	501160	94807624	245436
Cc	chr3	13000001	14000000	0.004956275268049387	185020	554493	111876958	167320
Cc	chr3	14000001	15000000	0.002830519282723124	234186	397714	140509200	290720
Cc	chr3	15000001	16000000	0.003042875969100259	218776	408821	134353488	124024
Cc	chr3	16000001	17000000	0.0031912374736792243	201811	392370	122952304	242536
Cc	chr3	17000001	18000000	0.005233701328241682	222487	691784	132178731	305770
Cc	chr3	18000001	19000000	0.0030897947090503626	227839	433337	140247829	130478
Cc	chr3	19000001	20000000	0.003935471682255765	206898	494858	125742996	169012
Cc	chr3	20000001	21000000	0.004030246769845133	197348	474264	117676169	249838
Cc	chr3	21000001	22000000	0.0029268877949890364	174093	309961	105901224	206552
Cc	chr3	22000001	23000000	0.004066172579473308	180276	435261	107044399	286162
Cc	chr3	23000001	24000000	0.005220436484574018	171149	535225	102524952	188588
Cc	chr3	24000001	25000000	0.004875722403672372	166017	485561	99587499	188674
Cc	chr3	25000001	26000000	0.00467616904064641	160774	434655	92951088	319900
Cc	chr3	26000001	27000000	0.004161499811600466	158814	376800	90544279	354498
Cc	chr3	27000001	28000000	0.0035062837094218175	117718	243917	69565677	222314
Cc	chr3	28000001	29000000	0.0032787096992431966	153999	301052	91820267	193210
Cc	chr3	29000001	30000000	0.004936180751704244	130481	379723	76926478	215128
Cc	chr3	30000001	31000000	0.0034301470107308187	70340	147105	42885917	85922
Es	chr3	1	1000000	0.0008344020003193373	141709	1121621	1344221370	263912
Es	chr3	1000001	2000000	0.0037672592965210024	160751	5650692	1499947722	493872
Es	chr3	2000001	3000000	0.0021327700704828617	194365	3925620	1840620353	385370
Es	chr3	3000001	4000000	0.0010489821483933102	204673	2034375	1939380001	397074
Es	chr3	4000001	5000000	0.0009648051352321661	190948	1738586	1802007407	426754
Es	chr3	5000001	6000000	0.0010929742174359657	147058	1517559	1388467336	324392
Es	chr3	6000001	7000000	0.0014750161793334474	185053	2567639	1740753109	456026
Es	chr3	7000001	8000000	0.002542072976547347	157619	3713366	1460762942	570176
Es	chr3	8000001	9000000	0.0031547241919901944	185866	5454282	1728925151	619242
Es	chr3	9000001	10000000	0.0038063982698838864	184660	6577666	1728055115	527098
Es	chr3	10000001	11000000	0.00362079492681375	190773	6507267	1797192918	448208
Es	chr3	11000001	12000000	0.0034807648039307517	197670	6492824	1865344074	442108
Es	chr3	12000001	13000000	0.002969456622553728	160991	4501487	1515929536	386700
Es	chr3	13000001	14000000	0.0033019083578453017	185021	5691629	1723739239	587502
Es	chr3	14000001	15000000	0.0023586215246546383	234778	5213341	2210333852	561880
Es	chr3	15000001	16000000	0.0019935713038880735	218780	4100592	2056907617	549374
Es	chr3	16000001	17000000	0.002093298714582698	204338	4017754	1919340977	532222
Es	chr3	17000001	18000000	0.002005146536664782	223282	4231611	2110374939	475130
Es	chr3	18000001	19000000	0.0015846508698198734	228356	3420515	2158529090	481724
Es	chr3	19000001	20000000	0.0036457274396173136	206979	7044973	1932391578	624152
Es	chr3	20000001	21000000	0.0036052768336330377	197390	6613170	1834302969	659966
Es	chr3	21000001	22000000	0.0037967469730965735	175986	6263203	1649623492	479616
Es	chr3	22000001	23000000	0.005677678991745814	181420	9394725	1654677028	880368
Es	chr3	23000001	24000000	0.004553090570863123	171269	7240770	1590297818	584880
Es	chr3	24000001	25000000	0.004790320475127072	166374	7333027	1530800922	678132
Es	chr3	25000001	26000000	0.0048715902509177626	161099	7130901	1463772738	824328
Es	chr3	26000001	27000000	0.002362128614569077	158924	3523759	1491772708	415592
Es	chr3	27000001	28000000	0.0027649551440151305	119075	3054579	1104748121	412818
Es	chr3	28000001	29000000	0.002397734328767726	154136	3475090	1449322370	385348
Es	chr3	29000001	30000000	0.0023817050027626603	130961	2906227	1220229624	413716
Es	chr3	30000001	31000000	0.0016676441874658038	71299	1118674	670810961	176098
GB	chr3	1	1000000	0.0025951320506348526	141405	10153	3912325	10702
GB	chr3	1000001	2000000	0.0031400954112902604	160728	13824	4402414	17436
GB	chr3	2000001	3000000	0.0029621556694785544	194361	15862	5354884	14104
GB	chr3	3000001	4000000	0.002720138000756154	204297	15116	5557071	34994
GB	chr3	4000001	5000000	0.0025213593041593313	190510	13139	5211078	25604
GB	chr3	5000001	6000000	0.00382907987493359	147030	15438	4031778	15220
